Date,Sales
2022-04-13,135.21612218408472
2022-04-14,140.95301578727222
2022-04-15,143.69944115562035
2022-04-16,159.45361710630706
2022-04-17,155.08224484607695
2022-04-18,167.98629551911867
2022-04-19,146.01405709495188
2022-04-20,150.1430726186736
2022-04-21,152.42936308064282
2022-04-22,146.2169967813877
2022-04-23,142.8456328695689
2022-04-24,137.13093672443694
2022-04-25,159.70154201992634
2022-04-26,171.35742291762418
2022-04-27,162.47288050129998
2022-04-28,135.92684690921288
2022-04-29,145.09947576914502
2022-04-30,130.38210019059875
2022-05-01,135.23553109101016
2022-05-02,153.7368921135274
2022-05-03,128.38789990394008
2022-05-04,140.38082876009275
2022-05-05,129.23039439101726
2022-05-06,126.61005247717726
2022-05-07,140.30448869748648
2022-05-08,138.6109058930246
2022-05-09,123.12363863774783
2022-05-10,139.248495574128
2022-05-11,138.6563109229299
2022-05-12,135.0388848651575
2022-05-13,141.2746235893438
2022-05-14,121.77875077335699
2022-05-15,135.50581597886324
2022-05-16,156.11091856269684
2022-05-17,116.67849242369488
2022-05-18,129.9065005363994
2022-05-19,146.75618115260215
2022-05-20,124.61591161177247
2022-05-21,119.55871616853335
2022-05-22,135.50425730055372
2022-05-23,122.28607303292556
2022-05-24,132.0144207279551
2022-05-25,127.36063035311673
2022-05-26,126.83094498557513
2022-05-27,137.7563882153552
2022-05-28,122.26513195572579
2022-05-29,130.66802584216657
2022-05-30,128.4260008707087
2022-05-31,119.4990136272154
2022-06-01,131.63892942964915
2022-06-02,97.68095658860372
2022-06-03,124.53316171639365
2022-06-04,128.43767726368162
2022-06-05,120.1008759835748
2022-06-06,113.7632769746194
2022-06-07,112.74577843295029
2022-06-08,127.51954791857553
2022-06-09,113.76882619829544
2022-06-10,111.91067992740344
2022-06-11,131.2625325534583
2022-06-12,119.56689070521658
2022-06-13,103.65232132554084
2022-06-14,123.07166138562921
2022-06-15,97.69460094989664
2022-06-16,131.20510739573825
2022-06-17,116.15769467541453
2022-06-18,100.25736031797621
2022-06-19,119.11354376051294
2022-06-20,97.38663464024525
2022-06-21,121.65725922342276
2022-06-22,110.64835924921998
2022-06-23,105.45039095526104
2022-06-24,130.4128529051747
2022-06-25,101.10677276292425
2022-06-26,99.08496467797045
2022-06-27,107.192797377617
2022-06-28,100.9750573237109
2022-06-29,89.5385053522146
2022-06-30,85.07110393114792
2022-07-01,87.1747862996969
2022-07-02,116.41010671234469
2022-07-03,104.66418744620199
2022-07-04,95.17112967793786
2022-07-05,89.75547688251706
2022-07-06,90.46762953822395
2022-07-07,86.31329941637922
2022-07-08,91.19568718550728
2022-07-09,84.38764603370231
2022-07-10,98.85984513962919
2022-07-11,87.43139014749985
2022-07-12,71.61792499993288
2022-07-13,91.53731746160955
2022-07-14,106.30313060521229
2022-07-15,86.7839725929409
2022-07-16,92.90479257342382
2022-07-17,88.23191299440717
2022-07-18,85.73886461705457
2022-07-19,91.38877548545118
2022-07-20,98.36430907239189
2022-07-21,94.50583051459793
2022-07-22,81.69454707657623
2022-07-23,82.78251795024556
2022-07-24,87.07230533193915
2022-07-25,88.0292050390558
2022-07-26,75.19088267488449
2022-07-27,84.49413700775395
2022-07-28,64.3659243552207
2022-07-29,58.68789446917462
2022-07-30,83.15418189269907
2022-07-31,68.65513753917342
2022-08-01,88.95288097584088
2022-08-02,56.114136819873906
2022-08-03,66.27177944920966
2022-08-04,73.17111806594994
2022-08-05,71.69301930482474
2022-08-06,96.99114512749716
2022-08-07,43.71249094171375
2022-08-08,75.13428037848637
2022-08-09,78.46605946765851
2022-08-10,73.44524904578368
2022-08-11,64.04827096886223
2022-08-12,88.7973410305117
2022-08-13,70.6313024491244
2022-08-14,46.299095620319726
2022-08-15,68.90828667116111
2022-08-16,54.55883792497026
2022-08-17,75.99586847185479
2022-08-18,61.3459611722446
2022-08-19,69.79776260625727
2022-08-20,66.86837356301159
2022-08-21,58.16132174257092
2022-08-22,42.45623748521495
2022-08-23,62.342124167965764
2022-08-24,54.22029048599753
2022-08-25,61.71507738656872
2022-08-26,78.15075325662755
2022-08-27,60.81241150976659
2022-08-28,43.834494387675186
2022-08-29,55.20398819459147
2022-08-30,58.05960240594463
2022-08-31,64.3397178343076
2022-09-01,61.96749718066909
2022-09-02,48.67876121722782
2022-09-03,56.62039460516084
2022-09-04,54.10475493796898
2022-09-05,64.30626153532936
2022-09-06,53.07374077373552
2022-09-07,63.93734014758326
2022-09-08,61.742980675317874
2022-09-09,48.59061705766783
2022-09-10,51.54112255704877
2022-09-11,31.002761366486
2022-09-12,49.232558729462035
2022-09-13,56.58266565778223
2022-09-14,62.7948395213553
2022-09-15,30.578518506020295
2022-09-16,47.484910860112294
2022-09-17,51.0792829859233
2022-09-18,28.79133906247831
2022-09-19,58.888475672129815
2022-09-20,49.999738600381875
2022-09-21,43.51402719741921
2022-09-22,59.4230621021712
2022-09-23,54.38149012833966
2022-09-24,65.53654554440504
2022-09-25,48.56776868528759
2022-09-26,53.1809297763918
2022-09-27,45.61793401341653
2022-09-28,44.37627300552585
2022-09-29,46.31824489619734
2022-09-30,62.37225233774877
2022-10-01,72.3803410075148
2022-10-02,69.15822321231667
2022-10-03,55.505242790251636
2022-10-04,53.1866047158689
2022-10-05,39.84360842554433
2022-10-06,38.27004507751347
2022-10-07,34.2691149876098
2022-10-08,52.235044906048664
2022-10-09,54.194521334667066
2022-10-10,65.11875393320611
2022-10-11,36.703101417033444
2022-10-12,55.168715951446586
2022-10-13,52.915449129280574
2022-10-14,60.983821280297406
2022-10-15,47.178624746762594
2022-10-16,46.51944914745298
2022-10-17,65.44996126728954
2022-10-18,51.17324851151772
2022-10-19,44.46829488817353
2022-10-20,54.415539933634946
2022-10-21,56.48218956130803
2022-10-22,58.892797335506216
2022-10-23,53.59980606554492
2022-10-24,68.48857434047736
2022-10-25,52.013446247799315
2022-10-26,42.026904962503764
2022-10-27,55.34698470271071
2022-10-28,56.978164264297014
2022-10-29,49.07981634508224
2022-10-30,54.41895110151665
2022-10-31,65.29281416268226
2022-11-01,58.10665482091122
2022-11-02,70.70948666225179
2022-11-03,49.34896060958998
2022-11-04,59.2393825805946
2022-11-05,62.39230217013576
2022-11-06,60.58816554319013
2022-11-07,69.22833631191821
2022-11-08,60.58326379640984
2022-11-09,56.418513108566685
2022-11-10,70.65912323867163
2022-11-11,51.960281362412545
2022-11-12,73.40385983578345
2022-11-13,50.994225065761036
2022-11-14,50.25412006875639
2022-11-15,68.93889501264695
2022-11-16,45.74862855676822
2022-11-17,71.90356773294879
2022-11-18,64.07717706374765
2022-11-19,68.95707390710784
2022-11-20,61.130666241439975
2022-11-21,62.46174696519022
2022-11-22,86.85976256250697
2022-11-23,67.32688519532095
2022-11-24,68.75116617324686
2022-11-25,78.07194688649659
2022-11-26,72.16898550502017
2022-11-27,58.31167026735669
2022-11-28,88.16515363951157
2022-11-29,55.12883124619082
2022-11-30,60.0461980743456
2022-12-01,80.9919161833146
2022-12-02,73.27798171246891
2022-12-03,73.24399304385409
2022-12-04,76.1471831996618
2022-12-05,69.00699072554785
2022-12-06,76.34616963581362
2022-12-07,86.17336049869496
2022-12-08,84.42174903531695
2022-12-09,84.52550408450013
2022-12-10,79.28531017553841
2022-12-11,70.23011148224886
2022-12-12,91.29778266222841
2022-12-13,76.5016480020999
2022-12-14,82.7585565021773
2022-12-15,102.54242931245327
2022-12-16,100.00361275725521
2022-12-17,86.61068957900122
2022-12-18,88.05824910342396
2022-12-19,91.87660559412706
2022-12-20,62.65438079329037
2022-12-21,92.94258386294705
2022-12-22,100.09813007894375
2022-12-23,92.88538161320692
2022-12-24,109.66387941767331
2022-12-25,84.37457563218818
2022-12-26,95.0833260000826
2022-12-27,85.60450453864001
2022-12-28,121.51337518667897
2022-12-29,95.14853096588956
2022-12-30,86.08942039648838
2022-12-31,90.60563934853151
2023-01-01,103.79980021945732
2023-01-02,92.71050322485533
2023-01-03,115.60099452112831
2023-01-04,110.49420069815807
2023-01-05,109.38204709476973
2023-01-06,104.33023898521655
2023-01-07,104.48398053610919
2023-01-08,118.74254981987059
2023-01-09,102.90384201300729
2023-01-10,120.71430273909787
2023-01-11,123.95791167477431
2023-01-12,109.52595237789716
2023-01-13,122.62441371848249
2023-01-14,113.45728431822886
2023-01-15,100.92390250077585
2023-01-16,105.59452144554551
2023-01-17,100.65720163982421
2023-01-18,126.74547129881717
2023-01-19,115.28944848117237
2023-01-20,129.48869824161616
2023-01-21,106.9318422377156
2023-01-22,95.86597205634641
2023-01-23,98.00974766971922
2023-01-24,122.78785349669027
2023-01-25,113.84392469648935
2023-01-26,127.69641076888274
2023-01-27,106.94834674966448
2023-01-28,116.50688953801678
2023-01-29,121.28312211751216
2023-01-30,119.31935261644813
2023-01-31,125.85259481534762
2023-02-01,129.50411116166384
2023-02-02,125.75137277174139
2023-02-03,136.06486675859009
2023-02-04,122.02468161508777
2023-02-05,122.93579209620238
2023-02-06,121.19418828375451
2023-02-07,120.1384540226723
2023-02-08,126.43920087749606
2023-02-09,130.0451639097381
2023-02-10,130.64825602067512
2023-02-11,137.22231857415676
2023-02-12,132.01447362111332
2023-02-13,131.9188440665795
2023-02-14,136.39408600618873
2023-02-15,135.98473527253515
2023-02-16,121.80424126158047
2023-02-17,127.18664139300932
2023-02-18,139.4909568991182
2023-02-19,125.37668080188553
2023-02-20,125.66356653817834
2023-02-21,149.07854309136198
2023-02-22,142.24495700488941
2023-02-23,135.5942912553407
2023-02-24,147.6494281322124
2023-02-25,127.02957270255379
2023-02-26,145.60631474897804
2023-02-27,160.10903343073733
2023-02-28,136.11557869879633
2023-03-01,132.55466396674754
2023-03-02,146.35891928857345
2023-03-03,161.5678793960536
2023-03-04,144.27803337926994
2023-03-05,147.74279226391891
2023-03-06,138.13496745405436
2023-03-07,155.34766316179682
2023-03-08,158.75076539521402
2023-03-09,151.88831921247402
2023-03-10,135.73805179543152
2023-03-11,140.4366084390135
2023-03-12,139.05178147682577
2023-03-13,148.82307161004908
2023-03-14,133.76923073814265
2023-03-15,156.80461852291413
2023-03-16,133.65378083896923
2023-03-17,154.00415359715188
2023-03-18,146.60155544137334
2023-03-19,165.65472066135214
2023-03-20,157.18029389147685
2023-03-21,158.0379207381257
2023-03-22,168.4337859475944
2023-03-23,134.1152950126302
2023-03-24,131.87260985275165
2023-03-25,154.95732194330063
2023-03-26,141.84427589128393
2023-03-27,153.06547149462156
2023-03-28,150.7561010605917
2023-03-29,144.77252624995856
2023-03-30,149.96612750915006
2023-03-31,148.3471029596939
2023-04-01,152.37584842326766
2023-04-02,157.536058116209
2023-04-03,158.79363301359484
2023-04-04,166.13525220570003
2023-04-05,155.6420457666667
2023-04-06,150.77461040524875
2023-04-07,140.57914485176968
2023-04-08,136.2435146338081
2023-04-09,151.96842285929324
2023-04-10,148.26001368110911
2023-04-11,166.18229571036423
2023-04-12,158.84154805670647
2023-04-13,137.69477878051103
2023-04-14,127.35358161913112
2023-04-15,153.8522959076628
2023-04-16,152.93701215511243
2023-04-17,142.6970902067717
2023-04-18,150.55075627346014
2023-04-19,153.00499853318706
2023-04-20,142.95111780445984
2023-04-21,137.8293770121075
2023-04-22,158.0978564537882
2023-04-23,134.91414120689186
2023-04-24,134.09043762869052
2023-04-25,137.00147354078368
2023-04-26,147.1372941435273
2023-04-27,135.73325498171067
2023-04-28,151.27968328187714
2023-04-29,158.73596790578316
2023-04-30,126.60706712965538
2023-05-01,154.10387980296315
2023-05-02,153.03696606760963
2023-05-03,142.86705147721514
2023-05-04,145.93377954971305
2023-05-05,150.29479492694688
2023-05-06,138.3411492707921
2023-05-07,142.37362922029843
2023-05-08,154.66297785704592
2023-05-09,127.52112812794044
2023-05-10,136.20100331160134
2023-05-11,136.04512207930597
2023-05-12,141.50798381517453
2023-05-13,133.37911367655266
2023-05-14,144.41285826939009
2023-05-15,138.5122085465924
2023-05-16,139.00026091606617
2023-05-17,152.65170015197043
2023-05-18,140.67274380447162
2023-05-19,139.956260045747
2023-05-20,137.8519787587614
2023-05-21,138.23605148499857
2023-05-22,136.58604682208903
2023-05-23,118.62410030436784
2023-05-24,120.93086582355681
2023-05-25,104.09268396412082
2023-05-26,133.89644617688285
2023-05-27,132.53098478100398
2023-05-28,115.94861376879084
2023-05-29,112.8911809618824
2023-05-30,134.51017303256347
2023-05-31,120.03488116742558
2023-06-01,113.25607631730591
2023-06-02,118.18928589208538
2023-06-03,136.9402730018682
2023-06-04,118.20584890875027
2023-06-05,131.8980085482977
2023-06-06,127.60880950009356
2023-06-07,129.59802327823712
2023-06-08,114.09382710334849
2023-06-09,116.0783974937983
2023-06-10,129.4979603186853
2023-06-11,117.37136178105679
2023-06-12,105.28318974402603
2023-06-13,114.27576786027643
2023-06-14,107.18598652109327
2023-06-15,111.49413723386203
2023-06-16,113.22490597089237
2023-06-17,114.9806752836364
2023-06-18,97.99738787594858
2023-06-19,109.18567294188547
2023-06-20,122.18622072633718
2023-06-21,97.1079355607393
2023-06-22,98.31425470751954
2023-06-23,110.95390466418154
2023-06-24,103.14656729459405
2023-06-25,84.411424441144
2023-06-26,112.30384771050686
2023-06-27,81.8176877964698
2023-06-28,102.00512720755685
2023-06-29,100.54145292876096
2023-06-30,94.40944137965845
2023-07-01,106.68420642312877
2023-07-02,98.45655310487575
2023-07-03,111.47503612330038
2023-07-04,101.73792812645317
2023-07-05,108.6640327888093
2023-07-06,111.17153420783649
2023-07-07,107.04052567213752
2023-07-08,106.46094080785831
2023-07-09,96.11228476187884
2023-07-10,79.38340482762436
2023-07-11,82.79097390492302
2023-07-12,87.886501452628
2023-07-13,97.50655817655642
2023-07-14,104.22007691735719
2023-07-15,91.25605814087302
2023-07-16,89.94372178850423
2023-07-17,89.4076692345312
2023-07-18,78.30676199261944
2023-07-19,87.62062874921358
2023-07-20,82.03019439842076
2023-07-21,86.11225051071536
2023-07-22,83.1697570134898
2023-07-23,97.77618879473815
2023-07-24,74.43795862899576
2023-07-25,86.28698185787998
2023-07-26,85.92906407065443
2023-07-27,76.59962636257465
2023-07-28,87.90989818928146
2023-07-29,68.70954300846653
2023-07-30,79.91629658188666
2023-07-31,75.78287902460181
2023-08-01,61.38644091363981
2023-08-02,84.175742283967
2023-08-03,59.58631828925063
2023-08-04,79.87696662979536
2023-08-05,61.98574459375686
2023-08-06,74.58464541376551
2023-08-07,64.76085021489358
2023-08-08,74.62172363811183
2023-08-09,73.82755715395852
2023-08-10,52.63270721234594
2023-08-11,60.23005808224016
2023-08-12,60.74933963899143
2023-08-13,75.9048642240813
2023-08-14,67.8041504831921
2023-08-15,48.963594998205465
2023-08-16,72.07127626548358
2023-08-17,71.29409078690938
2023-08-18,74.44914543854229
2023-08-19,61.810922342983865
2023-08-20,63.08500794334387
2023-08-21,53.78785660571258
2023-08-22,68.72066097853549
2023-08-23,49.474612007600406
2023-08-24,74.72066523323092
2023-08-25,47.31963528348089
2023-08-26,65.42122065300988
2023-08-27,52.16988093047809
2023-08-28,42.11924550853248
2023-08-29,66.25189721345878
2023-08-30,63.90825380754031
2023-08-31,58.69942973403356
2023-09-01,42.69911066319575
2023-09-02,68.69610730054707
2023-09-03,67.28734464081421
2023-09-04,58.31459811443268
2023-09-05,54.60235230868282
2023-09-06,52.35048470170635
2023-09-07,71.3678982452835
2023-09-08,46.084939601181944
2023-09-09,52.531760722811576
2023-09-10,46.71032434587994
2023-09-11,47.32834287720119
2023-09-12,52.784927303878554
2023-09-13,42.275364608544905
2023-09-14,27.43937914588209
2023-09-15,55.45276545805317
2023-09-16,55.98420149571075
2023-09-17,36.02518712321411
2023-09-18,47.304844209942935
2023-09-19,47.497755668238
2023-09-20,72.90341020588104
2023-09-21,48.97295277939459
2023-09-22,44.87242882142466
2023-09-23,42.987269446017685
2023-09-24,53.82530393961936
2023-09-25,36.81625994217758
2023-09-26,55.871669171421416
2023-09-27,57.246053159014984
2023-09-28,60.27718986173137
2023-09-29,41.88179570778853
2023-09-30,39.71073175038802
2023-10-01,40.76416803493143
2023-10-02,60.26275634510084
2023-10-03,41.540661102558175
2023-10-04,73.58152875777364
2023-10-05,39.54326992485334
2023-10-06,69.48678652249563
2023-10-07,44.57716564297135
2023-10-08,43.67903656233677
2023-10-09,47.32106195181119
2023-10-10,52.395755997763025
2023-10-11,48.16483161175219
2023-10-12,36.45491735737457
2023-10-13,55.230348824862844
2023-10-14,56.492307606108675
2023-10-15,45.859991792296476
2023-10-16,52.30984337915316
2023-10-17,51.27944708741094
2023-10-18,52.60450247075551
2023-10-19,44.78046199341661
2023-10-20,59.88770206792424
2023-10-21,46.806873092958085
2023-10-22,45.34434183196168
2023-10-23,42.52308350430795
2023-10-24,58.75804863524395
2023-10-25,31.611787180165067
2023-10-26,49.25493619460967
2023-10-27,40.95982003319179
2023-10-28,64.72587848986029
2023-10-29,53.069792496912726
2023-10-30,57.206825550422266
2023-10-31,62.77056321295069
2023-11-01,50.777966286534486
2023-11-02,60.037800204346425
2023-11-03,54.0500427875499
2023-11-04,48.0494767618084
2023-11-05,73.21500138219719
2023-11-06,56.60622779168506
2023-11-07,52.607789744628256
2023-11-08,43.94144568789991
2023-11-09,47.64189603144033
2023-11-10,61.00420592903239
2023-11-11,72.14303076441341
2023-11-12,53.26462275394795
2023-11-13,48.27021636203029
2023-11-14,48.79709365089848
2023-11-15,63.79694015599214
2023-11-16,64.44897029766344
2023-11-17,55.135308483807805
2023-11-18,57.354345570503384
2023-11-19,92.38353965671214
2023-11-20,77.8585519632443
2023-11-21,54.85846375966653
2023-11-22,61.985637057922446
2023-11-23,60.493562020761615
2023-11-24,51.321518034500826
2023-11-25,51.85767019725251
2023-11-26,75.56026353669932
2023-11-27,71.288030411238
2023-11-28,63.57041811771272
2023-11-29,73.82237191396105
2023-11-30,58.962575188273874
2023-12-01,95.49721425275723
2023-12-02,81.60500786880667
2023-12-03,72.93128541908213
2023-12-04,89.79834822615162
2023-12-05,82.18334622886117
2023-12-06,103.82994872962524
2023-12-07,80.86859038975261
2023-12-08,71.02869144278395
2023-12-09,82.87335904665187
2023-12-10,77.52591919937208
2023-12-11,62.75163536455294
2023-12-12,86.02771441828666
2023-12-13,90.66927005572703
2023-12-14,90.32394266543727
2023-12-15,90.67690656028516
2023-12-16,87.24319203508526
2023-12-17,83.0420671663871
2023-12-18,91.35975936750648
2023-12-19,88.40197928463772
2023-12-20,82.68514703636156
2023-12-21,99.05174577018353
2023-12-22,83.11568282751125
2023-12-23,87.97110017041223
2023-12-24,81.20671551709621
2023-12-25,93.51957484344756
2023-12-26,106.02737569146248
2023-12-27,97.40278621999776
2023-12-28,94.80762946641218
2023-12-29,96.76363616919164
2023-12-30,92.4294503483414
2023-12-31,98.22162339794738
